capture.id,animal.id,capture.season.2,bolus,herd,age.month,condition,pregnant,milk,calf.at.heel,tb.status,age.horn.residual,BHV.exposure,PI3.exposure,AD3.exposure,BRSV.Exposure,MH.exposure,MB.exposure
O9-0711,O9,dry,control,Lower Sabie,66,3,early,no,no,1,70.2226,1,0,0,0,1,0
B41-0711,B41,dry,control,Lower Sabie,54,3.5,early,no,no,0,70.2226,1,0,1,0,0,1
B53-0711,B53,dry,bolus,Lower Sabie,88,3,mid,no,no,0,52.20145,0,0,0,0,1,0
O6-0711,O6,dry,bolus,Lower Sabie,76,3.25,late,no,no,1,71.9389,0,0,0,0,0,1
B4-0711,B4,dry,bolus,Lower Sabie,68,3.75,mid,no,no,1,74.51335,0,0,0,0,0,0
B6-0711,B6,dry,bolus,Lower Sabie,104,2.75,no,yes,yes,0,79.66225,0,0,1,0,0,0
O47b-0711,O47b,dry,control,Lower Sabie,60,4,mid,no,no,1,77.94595,1,0,0,1,0,0
B16-0711,B16,dry,control,Lower Sabie,79,3,no,yes,yes,1,56.4922,0,1,0,1,0,1
B19-0711,B19,dry,control,Lower Sabie,133,2.75,no,yes,yes,0,74.51335,0,0,0,0,0,0
B25-0711,B25,dry,control,Lower Sabie,58,3,no,no,no,0,65.0737,0,0,0,0,0,0
B29-0711,B29,dry,control,Lower Sabie,55,3.5,no,no,no,0,72.79705,0,0,0,0,0,0
O23b-0711,O23b,dry,control,Lower Sabie,54,3.5,no,no,no,0,51.3433,0,0,0,0,0,0
O46-0711,O46,dry,bolus,Lower Sabie,134,2.5,early/mid,yes,yes,1,61.6411,0,0,0,0,0,0
B30-0711,B30,dry,control,Lower Sabie,64,3,mid/late,yes,no,0,69.36445,0,0,1,1,0,0
O11-0711,O11,dry,bolus,Lower Sabie,122,2.5,no,yes,yes,1,85.6693,0,0,0,0,0,0
O38-0711,O38,dry,bolus,Lower Sabie,66,2.5,no,yes,yes,0,64.21555,0,0,0,0,0,0
B33-0811,B33,dry,control,Lower Sabie,89,2.75,mid,no,no,0,73.6552,0,0,0,0,0,0
O5-0811,O5,dry,control,Lower Sabie,64,2.5,mid,yes,yes,0,71.08075,0,0,0,0,0,0
O22-0811,O22,dry,bolus,Lower Sabie,80,2.25,no,no,no,1,62.49925,0,0,0,0,0,0
R13-0811,R13,dry,control,Crocodile Bridge,80,3.5,mid,no,no,0,73.6552,0,0,0,0,0,0
W2-0811,W2,dry,bolus,Crocodile Bridge,65,3.25,no,no,no,0,74.51335,0,1,1,0,0,0
W4-0811,W4,dry,bolus,Crocodile Bridge,89,3.5,mid,no,no,1,89.1019,0,0,0,0,1,0
Y27-0811,Y27,dry,bolus,Crocodile Bridge,89,3.25,mid,no,no,0,80.5204,0,0,0,0,0,1
R17-0811,R17,dry,bolus,Crocodile Bridge,101,1.75,early,yes,yes,1,67.64815,0,0,1,0,0,0
R20-0811,R20,dry,control,Crocodile Bridge,82,1.75,no,yes,yes,1,53.91775,0,0,0,0,0,1
R51-0811,R51,dry,bolus,Crocodile Bridge,76,2.75,no,yes,yes,1,65.0737,0,0,1,0,1,0
Y11-0811,Y11,dry,bolus,Crocodile Bridge,80,2.75,early,yes,yes,0,65.93185,0,0,0,0,0,0
Y14-0811,Y14,dry,bolus,Crocodile Bridge,80,3,no,yes,yes,1,73.6552,0,0,0,1,0,0
Y20b-0811,Y20b,dry,bolus,Crocodile Bridge,68,3.5,mid,no,no,0,61.6411,0,0,0,0,0,0
Y28-0811,Y28,dry,bolus,Crocodile Bridge,76,2.75,no,yes,yes,0,71.08075,0,0,0,0,0,0
R30-0811,R30,dry,bolus,Crocodile Bridge,95,3.75,mid,no,no,0,65.0737,0,1,0,0,0,0
R4c-0811,R4c,dry,bolus,Crocodile Bridge,155,1.75,no,yes,yes,1,67.64815,0,0,0,0,0,0
Y18-0811,Y18,dry,bolus,Crocodile Bridge,143,3,early,yes,yes,0,66.79,0,1,0,0,0,0
R1-0811,R1,dry,bolus,Crocodile Bridge,89,2,no,yes,yes,0,70.2226,0,1,0,0,0,0
R19-0811,R19,dry,control,Crocodile Bridge,70,2.25,no,yes,yes,0,75.3715,0,0,0,0,0,1
R43-0811,R43,dry,control,Crocodile Bridge,155,3,no,no,yes,0,65.93185,0,0,0,0,0,0
R21c-0811,R21c,dry,control,Crocodile Bridge,70,2.75,mid,no,no,1,65.0737,0,1,1,0,0,0
R38-0811,R38,dry,bolus,Crocodile Bridge,93,2.5,late,no,no,1,74.51335,0,0,0,0,0,0
R23b-0811,R23b,dry,bolus,Crocodile Bridge,76,2.5,late,no,no,1,63.3574,0,0,0,0,0,0
Y6-0811,Y6,dry,bolus,Crocodile Bridge,77,3,mid,no,no,0,58.2085,0,0,0,0,0,0
R22-0811,R22,dry,bolus,Crocodile Bridge,79,2.5,mid,no,no,0,77.0878,0,0,0,0,0,0
Y17-0811,Y17,dry,control,Crocodile Bridge,94,3,mid,no,no,0,59.06665,0,0,0,0,0,0
R36-0811,R36,dry,bolus,Crocodile Bridge,131,1.75,early,yes,yes,0,74.51335,0,1,0,0,0,0
Y3-0811,Y3,dry,control,Crocodile Bridge,119,2.25,early,yes,yes,1,66.79,1,1,1,0,0,0
Y42-0811,Y42,dry,control,Crocodile Bridge,107,2.25,mid,no,no,1,69.36445,0,1,0,0,0,0
Y4-0911,Y4,dry,control,Crocodile Bridge,83,2.75,no,no,no,1,65.93185,0,1,1,0,0,0
R14b-0911,R14b,dry,bolus,Crocodile Bridge,72,3.25,mid,no,no,0,69.36445,0,0,0,0,0,0
Y21b-0911,Y21b,dry,control,Crocodile Bridge,72,2.75,mid,no,no,1,66.79,0,1,0,0,0,0
Y40-0911,Y40,dry,control,Crocodile Bridge,66,3.5,mid,no,no,1,51.3433,0,0,0,0,0,0
Y7b-0911,Y7b,dry,control,Crocodile Bridge,71,3.25,late,no,no,0,62.49925,0,0,0,0,0,1
R4b-0911,R4b,dry,bolus,Crocodile Bridge,94,1.75,mid,yes,yes,1,80.5204,0,1,0,0,0,0
R12-0911,R12,dry,control,Crocodile Bridge,76,2.5,no,no,no,1,65.93185,0,0,1,0,0,0
R40-1011,R40,wet,control,Crocodile Bridge,66,2.75,no,no,no,0,61.6411,0,0,0,0,0,0
R28-1011,R28,wet,control,Crocodile Bridge,82,1.5,mid,no,no,0,70.2226,0,0,0,0,0,0
R50b-1011,R50b,wet,bolus,Crocodile Bridge,107,2.75,early,no,no,1,65.0737,0,0,1,0,1,0
Y33b-1011,Y33b,wet,control,Crocodile Bridge,79,2.5,mid,no,no,1,81.37855,0,0,0,0,0,0
Y45-1011,Y45,wet,control,Crocodile Bridge,78,2.5,mid,no,no,0,62.49925,0,0,0,0,0,1
R32b-1011,R32b,wet,control,Crocodile Bridge,84,2.5,late,no,no,1,57.35035,0,0,0,0,0,0
R33-1011,R33,wet,control,Crocodile Bridge,78,2,mid,no,no,0,65.93185,0,0,0,0,0,0
Y24b-1011,Y24b,wet,control,Crocodile Bridge,85,2.75,mid,no,no,0,71.08075,0,0,0,0,0,0
Y37b-1011,Y37b,wet,bolus,Crocodile Bridge,85,3,late,no,no,0,59.06665,0,0,1,0,0,0
R2-1011,R2,wet,bolus,Crocodile Bridge,78,2,no,yes,yes,1,51.3433,0,0,0,0,0,0
R8b-1011,R8b,wet,control,Crocodile Bridge,83,2.75,mid,no,yes,1,65.93185,0,0,0,0,0,0
R10-1011,R10,wet,bolus,Crocodile Bridge,82,3.5,late,no,no,0,55.63405,0,0,0,0,0,0
R35-1011,R35,wet,bolus,Crocodile Bridge,97,1.5,mid,no,yes,0,76.22965,0,1,1,0,0,0
Y36-1011,Y36,wet,control,Crocodile Bridge,95,2.5,late,no,no,0,63.3574,0,0,0,0,1,1
Y26b-1011,Y26b,wet,control,Crocodile Bridge,84,2,mid,no,no,0,87.3856,0,0,0,0,0,0
Y9-1011,Y9,wet,bolus,Crocodile Bridge,83,1.5,no,yes,yes,1,71.08075,0,0,0,0,0,0
R3-1111,R3,wet,control,Crocodile Bridge,97,3,no,no,no,1,74.51335,0,0,1,0,0,0
R41-1111,R41,wet,control,Crocodile Bridge,83,3.25,mid,no,yes,0,64.21555,0,0,1,0,0,0
B33-1111,B33,wet,control,Lower Sabie,92,2.5,late,no,no,0,73.6552,0,0,1,0,0,0
O17b-1111,O17b,wet,bolus,Lower Sabie,58,2.5,no,no,no,0,70.2226,0,0,1,0,0,1
Y46b-1111,Y46b,wet,control,Crocodile Bridge,85,2.75,early,no,no,0,70.2226,0,0,0,0,0,1
B8-1111,B8,wet,bolus,Lower Sabie,95,1.75,mid,no,yes,0,70.2226,0,0,0,0,0,0
O14-1111,O14,wet,control,Lower Sabie,93,2.5,no,no,no,1,-53.351,0,0,0,1,0,0
B46-1111,B46,wet,bolus,Lower Sabie,101,1.5,mid,no,yes,0,60.78295,0,0,0,0,0,0
B57-1111,B57,wet,control,Lower Sabie,81,1.75,mid,yes,yes,1,87.3856,0,1,0,0,0,1
O29b-1111,O29b,wet,control,Lower Sabie,61,1.75,mid,no,no,0,69.36445,0,0,0,1,0,0
O41-1111,O41,wet,control,Lower Sabie,83,2.75,late,no,no,0,75.3715,0,1,1,1,0,0
O50-1111,O50,wet,bolus,Lower Sabie,82,2.25,mid,no,no,1,64.21555,0,0,1,0,0,0
B30-1111,B30,wet,control,Lower Sabie,68,1.75,no,no,no,0,68.5063,0,0,0,0,0,0
R16-1111,R16,wet,bolus,Crocodile Bridge,80,2.5,no,yes,yes,0,65.93185,0,0,0,0,0,0
R42b-1111,R42b,wet,bolus,Crocodile Bridge,74,2.5,no,no,yes,1,68.5063,0,0,0,0,0,0
R45c-1111,R45c,wet,bolus,Crocodile Bridge,84,3,mid,no,no,0,60.78295,0,0,0,0,0,1
B20-1111,B20,wet,control,Lower Sabie,71,2.25,no,yes,yes,0,61.6411,0,0,0,0,0,1
O18-1111,O18,wet,bolus,Lower Sabie,83,2,no,yes,yes,1,68.5063,1,1,1,0,0,1
O23b-1111,O23b,wet,control,Lower Sabie,57,2.5,mid,no,no,0,54.7759,0,0,0,1,0,1
B29-1111,B29,wet,control,Lower Sabie,59,2.5,no,no,no,1,71.9389,0,0,0,0,0,0
O31-1111,O31,wet,control,Lower Sabie,71,3,late,no,no,1,73.6552,0,0,0,1,0,0
O12-1111,O12,wet,control,Lower Sabie,96,2.75,late,no,yes,1,70.2226,0,0,0,1,0,1
O40-1111,O40,wet,control,Lower Sabie,102,2.5,late,no,no,0,61.6411,0,0,1,0,0,0
O44-1111,O44,wet,bolus,Lower Sabie,87,2.5,no,no,no,0,71.9389,0,0,0,1,0,0
O7-1111,O7,wet,bolus,Lower Sabie,82,2.5,mid,no,no,1,80.5204,0,0,0,0,0,0
B31-1111,B31,wet,control,Lower Sabie,59,3.25,no,no,no,0,71.9389,0,0,0,0,1,0
B36b-1111,B36b,wet,bolus,Lower Sabie,78,2.75,late,no,yes,0,68.5063,0,1,0,0,0,0
B41-1111,B41,wet,control,Lower Sabie,59,2.75,no,no,no,0,74.51335,0,0,0,0,0,0
O8b-1111,O8b,wet,control,Lower Sabie,83,3,mid,no,no,0,77.94595,0,0,1,0,0,1
B17-1211,B17,wet,bolus,Lower Sabie,105,3.75,late,no,no,0,61.6411,1,0,0,0,0,1
B23-1211,B23,wet,bolus,Lower Sabie,162,3,no,no,yes,0,77.94595,0,0,0,0,0,0
B27-1211,B27,wet,bolus,Lower Sabie,71,2.5,no,no,no,1,80.5204,0,0,0,0,0,0
B44-1211,B44,wet,bolus,Lower Sabie,81,2.5,mid,no,no,0,76.22965,0,1,0,0,0,0
O45b-1211,O45b,wet,control,Lower Sabie,92,2.25,mid,no,no,0,54.7759,0,0,1,1,0,0
B34-1211,B34,wet,bolus,Lower Sabie,70,2.75,late,no,no,1,71.08075,1,0,0,0,0,0
B5-1211,B5,wet,control,Lower Sabie,72,2,no,no,no,0,82.2367,1,1,1,0,0,0
O47b-1211,O47b,wet,control,Lower Sabie,65,2.75,mid,no,no,1,82.2367,0,0,1,1,0,0
O15-1211,O15,wet,bolus,Lower Sabie,104,1.75,late,no,yes,1,66.79,0,0,1,0,0,0
O9-1211,O9,wet,control,Lower Sabie,71,2.5,late,no,no,1,71.08075,0,0,0,0,0,1
B13b-1211,B13b,wet,control,Lower Sabie,71,3,late,no,no,1,65.93185,1,0,0,0,0,1
O22-1211,O22,wet,bolus,Lower Sabie,84,2,no,no,no,1,64.21555,0,0,0,0,1,1
O20-1211,O20,wet,bolus,Lower Sabie,71,2.75,no,no,no,0,71.9389,0,0,0,0,0,0
B53-0112,B53,wet,bolus,Lower Sabie,94,4,late,no,no,0,53.0596,0,0,1,0,0,1
B48b-0112,B48b,wet,bolus,Lower Sabie,85,3,no,yes,yes,0,65.0737,0,0,0,0,0,1
O38-0112,O38,wet,bolus,Lower Sabie,71,3,mid,no,yes,0,66.79,0,0,1,1,0,0
O11-0112,O11,wet,bolus,Lower Sabie,128,2.75,mid,no,no,1,87.3856,0,0,0,0,0,0
O48-0112,O48,wet,bolus,Lower Sabie,83,3.25,no,no,no,1,71.9389,0,0,1,0,0,1
B16-0112,B16,wet,control,Lower Sabie,86,2.5,no,yes,yes,1,56.4922,0,0,0,0,0,0
O30-0112,O30,wet,control,Lower Sabie,85,2.5,no,no,yes,0,70.2226,0,0,0,1,0,0
O19-0112,O19,wet,bolus,Lower Sabie,104,3.75,late,no,no,1,88.24375,0,0,1,1,0,0
O5-0212,O5,wet,control,Lower Sabie,70,3,early,yes,yes,0,71.9389,0,0,0,0,0,0
R7b-0212,R7b,wet,control,Crocodile Bridge,61,4,mid,no,no,0,53.0596,0,1,0,0,0,0
B6-0212,B6,wet,bolus,Lower Sabie,110,3.25,late,no,yes,0,80.5204,1,0,0,0,0,1
B25-0212,B25,wet,control,Lower Sabie,65,3.5,early,no,no,0,68.5063,0,0,0,0,0,0
O6-0212,O6,wet,bolus,Lower Sabie,83,3.5,no,yes,yes,1,71.9389,0,0,1,0,0,0
O37-0212,O37,wet,bolus,Lower Sabie,73,2.5,no,no,no,1,-53.351,0,0,0,1,1,1
B1-0212,B1,wet,control,Lower Sabie,83,3.5,late,no,no,1,77.0878,0,0,0,0,0,1
B19-0212,B19,wet,control,Lower Sabie,140,2.75,no,yes,yes,0,76.22965,0,0,0,0,0,0
B24-0212,B24,wet,bolus,Lower Sabie,116,3,no,yes,yes,0,77.94595,0,0,0,0,0,0
B38-0212,B38,wet,bolus,Lower Sabie,200,2.25,no,no,no,1,65.93185,0,1,0,0,0,0
B4-0212,B4,wet,bolus,Lower Sabie,75,3.75,late,no,no,1,72.79705,1,1,0,0,0,0
B43-0212,B43,wet,control,Lower Sabie,140,3,no,no,no,0,65.0737,0,0,0,0,0,0
O13-0212,O13,wet,control,Lower Sabie,129,3.5,no,no,no,0,75.3715,0,0,1,0,0,0
O24-0212,O24,wet,bolus,Lower Sabie,87,3.75,late,no,no,1,67.64815,0,0,0,0,0,0
O25-0212,O25,wet,bolus,Lower Sabie,89,3,late,no,yes,0,77.94595,0,0,1,0,0,0
O46-0212,O46,wet,bolus,Lower Sabie,141,2.75,no,no,no,1,63.3574,0,0,1,0,1,1
R4b-0212,R4b,wet,bolus,Crocodile Bridge,99,3.25,late,no,no,1,78.8041,0,0,0,0,0,1
R50b-0212,R50b,wet,bolus,Crocodile Bridge,112,3.25,late,no,no,1,65.0737,0,0,0,1,0,0
R28-0312,R28,wet,control,Crocodile Bridge,87,3,no,no,no,0,69.36445,0,0,0,1,0,0
R31b-0312,R31b,wet,control,Crocodile Bridge,107,3.75,mid,no,no,1,67.64815,0,0,0,1,0,1
R8b-0312,R8b,wet,control,Crocodile Bridge,87,3,early,no,no,1,66.79,0,0,0,1,0,1
Y2b-0312,Y2b,wet,control,Crocodile Bridge,81,2.5,late,no,no,0,90.8182,0,0,0,0,0,0
R42b-0312,R42b,wet,bolus,Crocodile Bridge,77,3.5,early,no,no,1,70.2226,0,0,0,1,0,0
R45c-0312,R45c,wet,bolus,Crocodile Bridge,87,3.25,late,no,no,0,60.78295,0,0,0,1,1,1
R51-0312,R51,wet,bolus,Crocodile Bridge,83,3.5,mid,no,no,1,65.0737,0,0,0,1,0,0
R2-0312,R2,wet,bolus,Crocodile Bridge,83,3.25,mid,no,no,1,52.20145,1,0,0,0,0,0
R37b-0312,R37b,wet,bolus,Crocodile Bridge,142,2.5,no,yes,yes,1,59.9248,0,0,0,1,0,1
R41-0312,R41,wet,control,Crocodile Bridge,87,3,no,yes,yes,0,64.21555,1,0,0,1,0,0
R12-0312,R12,wet,control,Crocodile Bridge,82,3.25,late,no,no,1,63.3574,0,0,0,0,0,1
R3-0312,R3,wet,control,Crocodile Bridge,101,3.75,late,no,no,1,73.6552,0,0,0,1,0,0
Y5c-0312,Y5c,wet,bolus,Crocodile Bridge,63,3,no,yes,yes,1,89.1019,0,0,0,0,0,0
R32b-0312,R32b,wet,control,Crocodile Bridge,89,2.75,no,yes,yes,1,57.35035,0,0,0,1,0,0
R44b-0312,R44b,wet,control,Crocodile Bridge,83,3.25,no,no,yes,1,83.09485,0,0,0,1,0,0
R23b-0312,R23b,wet,bolus,Crocodile Bridge,83,2.75,no,no,no,1,65.0737,0,0,0,1,0,0
W4-0312,W4,wet,bolus,Crocodile Bridge,96,3,no,no,no,1,89.96005,0,0,0,0,0,0
Y6-0312,Y6,wet,bolus,Crocodile Bridge,84,2.5,no,yes,yes,0,58.2085,1,0,1,0,1,0
R20-0312,R20,wet,control,Crocodile Bridge,89,2.75,no,no,no,1,55.63405,0,0,1,1,0,0
R33-0312,R33,wet,control,Crocodile Bridge,83,3.25,late,no,no,0,66.79,0,0,0,1,0,0
Y27-0312,Y27,wet,bolus,Crocodile Bridge,96,4,no,no,no,0,80.5204,1,0,0,0,0,1
R19-0312,R19,wet,control,Crocodile Bridge,77,3.5,late,no,no,0,76.22965,0,0,0,1,0,0
Y18-0312,Y18,wet,bolus,Crocodile Bridge,150,3.25,no,yes,yes,0,68.5063,0,0,0,0,0,0
Y9-0312,Y9,wet,bolus,Crocodile Bridge,88,2.5,no,yes,yes,1,73.6552,0,0,0,0,0,1
R16-0312,R16,wet,bolus,Crocodile Bridge,84,3.25,no,yes,yes,0,65.0737,0,0,0,1,0,0
R6b-0312,R6b,wet,bolus,Crocodile Bridge,73,3.25,no,no,no,1,59.9248,0,0,0,0,0,0
Y24b-0312,Y24b,wet,control,Crocodile Bridge,90,3,no,no,no,0,68.5063,0,0,0,0,0,0
Y45-0312,Y45,wet,control,Crocodile Bridge,83,3,late,no,no,0,63.3574,0,0,0,0,0,1
R52-0412,R52,dry,control,Crocodile Bridge,174,2.75,no,no,no,0,104.5486,0,0,0,1,0,0
Y33b-0412,Y33b,dry,control,Crocodile Bridge,85,2.5,no,no,no,1,81.37855,0,0,0,0,0,0
Y17-0412,Y17,dry,control,Crocodile Bridge,101,3.75,late,no,no,0,58.2085,0,0,0,0,0,0
Y32b-0412,Y32b,dry,control,Crocodile Bridge,89,2.75,no,yes,yes,0,73.6552,0,0,0,0,0,0
R4c-0412,R4c,dry,bolus,Crocodile Bridge,162,2.5,late,no,yes,1,66.79,0,0,0,1,1,0
Y3-0412,Y3,dry,control,Crocodile Bridge,127,2.75,no,yes,yes,1,65.93185,0,0,0,0,0,1
R36-0412,R36,dry,bolus,Crocodile Bridge,139,2.5,no,yes,yes,0,74.51335,1,0,0,1,0,1
Y15c-0412,Y15c,dry,bolus,Crocodile Bridge,77,3.25,late,no,no,0,65.0737,0,0,0,0,0,1
Y4-0412,Y4,dry,control,Crocodile Bridge,90,2.5,no,yes,yes,1,64.21555,0,0,0,0,1,0
R26b-0512,R26b,dry,bolus,Crocodile Bridge,89,2.5,no,yes,yes,1,70.2226,0,0,0,1,0,0
Y29-0512,Y29,dry,bolus,Crocodile Bridge,106,2.5,no,yes,yes,1,54.7759,0,0,0,0,0,0
R22-0512,R22,dry,bolus,Crocodile Bridge,88,3.25,no,no,no,0,78.8041,0,0,0,1,0,0
Y20b-0512,Y20b,dry,bolus,Crocodile Bridge,76,3,no,no,no,0,65.0737,0,0,0,0,0,0
Y37b-0512,Y37b,dry,bolus,Crocodile Bridge,91,3,no,yes,yes,0,59.06665,0,0,0,0,0,0
R30-0512,R30,dry,bolus,Crocodile Bridge,104,3,no,yes,yes,1,65.0737,0,0,0,1,0,0
W2-0512,W2,dry,bolus,Crocodile Bridge,73,3,no,yes,yes,0,80.5204,0,0,0,1,0,0
Y11-0512,Y11,dry,bolus,Crocodile Bridge,88,3,no,no,no,0,68.5063,0,0,0,0,1,0
Y14-0512,Y14,dry,bolus,Crocodile Bridge,88,3.25,early,unknown,yes,1,76.22965,1,0,0,1,0,0
R21c-0512,R21c,dry,control,Crocodile Bridge,78,2.75,no,no,no,1,65.0737,0,0,0,1,0,0
R38-0512,R38,dry,bolus,Crocodile Bridge,102,2.5,no,yes,yes,1,76.22965,1,0,1,1,0,0
Y1b-0512,Y1b,dry,control,Crocodile Bridge,78,2.5,no,yes,yes,0,67.64815,0,0,0,0,0,0
R17-0512,R17,dry,bolus,Crocodile Bridge,110,2.25,early,yes,yes,1,68.5063,0,0,0,1,1,1
R29b-0512,R29b,dry,bolus,Crocodile Bridge,76,3.25,no,yes,yes,0,50.48515,0,0,0,1,1,0
Y40-0512,Y40,dry,control,Crocodile Bridge,74,3.25,early,yes,yes,1,68.5063,0,0,0,0,0,0
Y34b-0512,Y34b,dry,control,Crocodile Bridge,73,2.5,no,yes,yes,0,70.2226,0,0,0,0,0,0
R1-0612,R1,dry,bolus,Crocodile Bridge,99,3,early,no,no,0,71.08075,0,0,0,0,0,1
O29b-0812,O29b,dry,control,Lower Sabie,70,2,unknown,no,no,0,70.2226,0,0,0,0,0,0
