julian.day,start.time_decimal.hours,duration_minutes,distance,dev_vlow,dev_low,dev_med,dev_high,decid,evergr,mixed,shrub,grass,past.hay,crops,EstuarineMarineDeep,EstuarineMarineWetland,Lake,Pond,River,EmergentWL,ForestShrubWL,patch,perforated,edge,core,elev,e.ness,n.ness,slope,CANG,MALL,WITU,DCCO,GBHE,GREG,GLIB,TUVU,OSPR,COHA,RSHA,BWHA,RTHA,KILL,WILL,HERG,GBBG,ROPI,MODO,YBCU,BBCU,BADO,CHSW,RTHU,BEKI,RBWO,YBSA,DOWO,HAWO,NOFL,PIWO,EAWP,ACFL,WIFL,LEFL,EAPH,GCFL,EAKI,WEVI,YTVI,BHVI,WAVI,REVI,BLJA,AMCR,FICR,CORA,TRES,NRWS,BANS,BARS,BCCH,TUTI,RBNU,WBNU,BRCR,HOWR,MAWR,CARW,BGGN,EABL,VEER,HETH,WOTH,AMRO,GRCA,NOMO,EUST,CEDW,HOSP,AMGO,EATO,CHSP,FISP,SOSP,SWSP,BAOR,OVEN,WEWA,LOWA,NOWA,BWWA,BAWW,COYE,HOWA,AMRE,NOPA,YEWA,CSWA,BTBW,PIWA,PRAW,BTNW,SCTA,NOCA,RBGR,INBU,RWBL,BHCO,COGR,HOFI,PUFI
169,4.533333333,8,0,0.138,0,0,0,0.768,0,0,0.034,0,0,0,0,0,0,0,0.043,0,0.019,0,0.337,0.058,0.505,65.408,0.073,-0.306,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
166,3.666666667,8,0,0.02,0,0,0,0.55,0,0.035,0.005,0.035,0,0,0,0,0.312,0,0,0.014,0.034,0,0.168,0.154,0.332,149.442,0.45,0.233,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
163,3.616666667,8,0,0.262,0.158,0.02,0,0.079,0.035,0,0,0.297,0,0,0,0,0,0.019,0.007,0.014,0.053,0.014,0.005,0.188,0.053,73.06,0.309,-0.255,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
171,4.116666667,8,0,0.01,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,222.171,-0.96,0.282,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
176,4.35,8,0,0,0,0,0,0.975,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,146.549,0.171,-0.347,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,3.916666667,8,0,0.177,0.138,0.005,0,0.463,0,0,0,0,0,0,0,0,0,0.005,0.012,0,0.077,0,0.125,0.25,0.346,173.97,0.026,0.269,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
184,6.55,8,0,0.03,0,0,0,0.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.067,0.62,149.429,0.319,0.036,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
165,5.25,8,0,0,0,0,0,0.932,0.005,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986,224.391,0.717,-0.414,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,3.766666667,8,0,0.199,0.124,0.04,0,0.269,0,0,0,0,0,0,0,0,0,0,0.081,0,0.476,0,0.038,0.154,0.553,15.218,0.368,-0.291,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,5.666666667,8,0,0.045,0,0,0,0.475,0.152,0.025,0,0,0,0,0,0,0.303,0,0,0,0,0,0,0.111,0.524,59.477,0.68,0.263,0.198,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,4.966666667,8,0,0.039,0,0,0,0.414,0.108,0,0,0,0,0,0,0,0,0,0,0,0.332,0,0.043,0,0.923,141.303,-0.383,-0.215,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
149,5.033333333,8,0,0.473,0.078,0,0,0.322,0.127,0,0,0,0,0,0,0,0,0,0.016,0,0,0.024,0.024,0.356,0.202,69.906,0.583,0.033,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
169,5.966666667,8,0,0.168,0.198,0.03,0,0.564,0,0.04,0,0,0,0,0,0,0,0,0,0,0.014,0.062,0.034,0.26,0.351,66.408,0.043,-0.823,0.115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,4.416666667,8,0,0.112,0.205,0.293,0.385,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.01,0,0,0,181.865,0.387,0.369,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
163,4.216666667,8,0,0.015,0.049,0,0,0.089,0,0,0,0,0.842,0.005,0,0,0,0,0,0,0,0.091,0,0,0,90.981,-0.465,0.699,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
178,5.3,8,0,0.203,0.089,0.059,0.104,0.277,0,0,0.035,0,0,0,0,0,0,0,0.009,0,0.168,0.005,0.111,0.255,0.236,57.226,-0.144,-0.203,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162,7.816666667,8,0,0.447,0.332,0.065,0,0.121,0,0,0,0,0,0,0,0,0,0,0.006,0,0.005,0.082,0,0.072,0.12,129.034,0.933,0.144,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
165,5.1,8,0,0.084,0.089,0,0,0.714,0,0,0.044,0,0.069,0,0,0,0,0,0.001,0,0,0,0,0.25,0.514,377.148,-0.366,0.695,0.092,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
164,6.166666667,8,0,0,0,0,0,0.732,0.034,0.044,0.19,0,0,0,0,0,0,0,0,0,0,0.034,0,0.202,0.591,178.789,-0.668,0.416,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
170,5.15,8,0,0.132,0,0,0,0.693,0.005,0.059,0.068,0,0.044,0,0,0,0,0,0,0,0.014,0,0.173,0.067,0.611,186.383,0.829,0.329,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150,6.883333333,8,0,0,0,0,0,0.985,0,0,0,0,0,0,0,0,0,0,0.012,0,0.034,0,0,0,0.971,166.707,0.255,0.764,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
170,3.083333333,8,0,0.153,0.133,0.049,0,0.099,0.123,0.133,0.089,0,0.133,0,0,0,0,0,0,0,0.082,0.038,0,0.298,0.111,68.816,-0.628,-0.102,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
164,5.683333333,8,0,0,0,0,0,0.807,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0.115,0,0.774,181.224,-0.307,-0.322,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142,3.616666667,8,0,0.134,0.054,0.01,0,0.515,0.015,0,0.025,0,0,0,0,0,0.154,0,0.012,0,0.091,0.005,0.072,0.26,0.231,106.17,0.359,0.599,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
171,7.583333333,8,0,0,0,0,0,0.938,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.99,164.019,0.68,0.356,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,4.183333333,8,0,0.135,0.024,0,0,0.562,0,0,0.034,0.01,0.01,0,0,0,0,0.019,0.002,0.005,0.139,0,0.197,0.236,0.365,168.668,0.247,0.218,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
172,8.183333333,8,0,0.054,0.153,0.129,0.02,0.218,0.223,0.03,0.005,0,0,0,0,0,0.087,0,0.01,0,0,0.024,0.029,0.163,0.173,161.397,-0.455,-0.167,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151,6.383333333,8,0,0.049,0.078,0.039,0,0.191,0,0,0,0,0,0,0.269,0.312,0,0,0.007,0,0,0,0.019,0.106,0.125,3.318,-0.473,-0.215,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
178,4.483333333,8,0,0,0,0,0,0.842,0,0.158,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0.971,159.271,-0.341,0.692,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
160,4.583333333,8,0,0,0,0,0,0.01,0,0,0,0,0.034,0,0,0,0,0,0,0.654,0.308,0.034,0,0.005,0,195.595,-0.011,0.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
171,6,8,0,0.141,0.106,0.156,0.055,0.03,0,0,0,0,0.372,0,0,0,0,0,0.002,0,0.082,0.096,0,0,0,117.113,-0.51,-0.112,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
176,3.683333333,8,0,0.261,0,0,0,0.33,0,0,0.074,0,0.167,0,0,0,0,0.005,0.001,0,0.139,0.024,0,0.135,0.269,187.374,-0.174,-0.213,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
144,8.666666667,8,0,0.063,0.048,0.029,0,0.256,0,0,0.043,0,0.217,0.072,0,0,0,0,0.003,0.139,0,0.005,0.043,0.255,0.212,162.343,-0.567,-0.166,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
173,5.866666667,8,0,0.092,0.01,0,0,0.189,0,0,0,0,0.646,0.063,0,0,0,0,0,0,0,0,0,0.082,0.173,314.906,0.054,0.291,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,3.816666667,8,0,0,0,0,0,0.732,0.034,0.044,0.19,0,0,0,0,0,0,0,0,0,0,0.034,0,0.202,0.591,178.789,-0.668,0.416,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
163,4.683333333,8,0,0,0,0,0,0.907,0,0.005,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0.981,178.457,0.853,0.14,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,6.183333333,8,0,0.084,0.005,0,0,0.704,0,0.094,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0.144,0.673,115.498,-0.195,0.63,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
180,6.183333333,8,0,0.084,0.01,0,0,0.861,0,0.03,0,0,0.015,0,0,0,0,0,0.013,0,0.024,0,0.207,0,0.668,235.634,0.117,-0.287,0.128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
172,4.016666667,8,0,0,0,0,0,0.748,0,0.252,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0.971,56.053,0.005,0.569,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,4.5,8,0,0.73,0.235,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0.115,0,0.082,0.005,96.639,0.731,-0.164,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
141,5.75,8,0,0.778,0.148,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.058,0,0.043,0.058,39.383,0.633,-0.247,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148,5.133333333,8,0,0.035,0,0,0,0.96,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0.923,217.369,-0.254,-0.026,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,5.9,8,0,0.158,0.02,0,0,0.46,0.203,0.045,0.064,0,0.015,0,0,0,0,0.005,0.039,0.01,0,0.024,0.173,0.101,0.476,151.41,-0.014,0.582,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
157,6.533333333,8,0,0.203,0.272,0.312,0.045,0.144,0,0,0.025,0,0,0,0,0,0,0,0.007,0,0,0.125,0,0,0,54.381,-0.285,0.078,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
177,6.616666667,8,0,0.02,0.005,0,0,0.907,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0.034,0,0.947,63.25,0.29,0.187,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
