Falco_subbuteo,Anthus_trivialis,Phylloscopus_bonelli,Tetrao_tetrix,Parus_caeruleus,Dendrocopos_major,Garrulus_glandarius,Carduelis_spinus,Loxia_curvirostra,Phylloscopus_trochilus,Certhia_brachydactyla,Sylvia_borin,Phoenicurus_phoenicurus,Hippolais_icterina,Pyrrhula_pyrrhula,Emberiza_citrinella,Muscicapa_striata,Picus_canus,Picus_viridis,Accipiter_gentilis,Bonasa_bonasia,Parus_cristatus,Prunella_modularis,Columba_oenas,Coccothraustes_coccothraustes,Sylvia_curruca,Sitta_europaea,Dendrocopos_minor,Corvus_corax,Cuculus_canorus,Buteo_buteo,Turdus_viscivorus,Parus_montanus,Luscinia_megarhynchos,Lanius_collurio,Oriolus_oriolus,Corvus_corone,Turdus_torquatus,Columba_palumbus,Aegithalos_caudatus,Milvus_migrans,Dryocopus_martius,Regulus_ignicapillus,Accipiter_nisus,Parus_palustris,Nucifraga_caryocatactes,Ficedula_hypoleuca,Streptopelia_turtur,Turdus_pilaris,Certhia_familiaris,Strix_aluco,Phylloscopus_sibilatrix,Asio_otus,Pernis_apivorus,Regulus_regulus,Serinus_citrinella,avg,cov,cv,dns,fhd,p10,p25,p95,rt_p2595,std,uhd,asp,bio_1,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,ddeg0,ddeg5,mbal,mind,pet_103,pet_49,pet_ave,pet_swrt,prc_103,prc_49,prc_swrt,rad,slp,tpi,twi,CLUMPY_canopy,CLUMPY_under_midstorey,TE_canopy,TE_under_midstorey,TE_matrix,TE_total,data_type,blockCV_tile
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,18.81999969,44.5,0.472369795,44.5,1.916550159,5.089999676,12.23999977,31.44999886,0.389189196,8.88999939,2.372374535,218.4656525,7.063224792,14.89147472,-0.427475005,1492,142,105,8.461750031,395,333,384,370,7.609425068,31.18664932,626.100647,20.54005051,-3.858750105,24.39970016,13.12440014,2.568074942,22611.38672,16461.63086,48,0.96356684,2.111306667,5.783592224,3.947449446,2.807006121,734.5491333,757.8391724,1.031707644,21622.35938,6.60081625,-0.388532966,6.756504059,0.8022,0.3035,10740,14120,15500,40360,train,2
0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,19.46999931,46.79999924,0.501284056,46.79999924,1.945825696,4.239999771,11.30000019,32.75999832,0.344932868,9.760000229,2.366046906,192.4945374,9.658450127,18.29470062,0.990125,1017,105,63,17.8607254,312,202,311,214,8.466899872,31.25670052,701.0098267,24.65719986,-2.430700064,27.08810043,16.67287445,2.386125088,40667.48828,25457.71484,-420,1.343649983,2.091774225,5.762682915,3.927228451,2.756302357,440.4059448,576.8261108,1.309762359,21433.14844,1.333999276,-0.132137671,9.095053673,0.8597,0.5226,7380,10440,9420,27240,train,4
0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,14.34999943,59.20000076,0.589547064,59.20000076,1.879259944,4.319999695,7.149999619,29.77999878,0.24009402,8.460000038,2.304699659,191.6966095,5.841599941,13.82252502,-1.996124983,1091,107,69,11.68045044,296,243,294,293,9.134775162,34.46644974,645.5511475,20.29452515,-6.208875179,26.50385094,7.510075092,1.330675006,18986.65234,11753.67383,-192,1.197065949,1.787943959,5.220745564,3.504344702,3.032383919,555.8272095,534.8552856,0.962662637,19222.20117,23.17445183,-5.085070133,5.287149429,0.6566,0.4422,17080,22460,12540,52080,train,3
1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.15999985,38.20000076,0.680107507,38.20000076,1.705801606,2.539999962,5.069999695,25.32999992,0.200157904,7.589999676,2.369348764,141.7709045,9.646325111,18.01409912,0.914399981,1184,154,68,30.85502434,432,218,432,218,9.112549782,32.98872375,692.5509644,24.25704956,-3.366275072,27.62372589,18.01409912,0.914399981,37837.45703,24440.14063,-282,1.195737362,2.226320982,5.792766571,4.009543896,2.62114954,463.9082031,720.5437012,1.553449631,21884.98633,10.52801323,0.143381312,6.406373024,0.5667,0.3946,20720,26640,19080,66440,train,5
0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,22.53999901,15.90000057,0.400177458,15.90000057,1.812434793,7.139999866,17.56999969,33.09999847,0.530815725,9.019999504,2.357636213,149.1160126,10.06882477,18.61529922,1.643424988,925,94,53,17.54314995,270,179,270,187,8.809524536,32.24375153,687.3936768,25.30892563,-2.01335001,27.32217407,18.61529922,2.948649883,42197.08594,25922.57422,-529,1.502786636,2.158484697,5.790212154,3.974348545,2.685313225,409.5662842,515.0838013,1.257643223,21680.2832,1.641358137,0.011199808,9.269954681,0.8533,0.4307,6020,5080,7660,18760,train,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15.11999989,21.10000038,0.475529108,21.10000038,1.757804275,5.819999695,9.170000076,27.09999847,0.338376406,7.190000057,2.285325289,277.7906799,2.311074972,10.14802456,-5.087349892,1552,181,60,34.17720032,524,212,524,214,7.599500179,30.60452461,627.875,15.59780025,-9.229925156,24.82785034,10.14802456,-4.507124901,8858.15625,5147.234863,121,0.878653586,2.103685141,5.717052937,3.910369158,2.73405242,572.3197021,979.8954468,1.712826014,21547.3125,22.47464752,1.2609092,4.904619217,0.8922,0.33,5240,14360,13800,33400,train,5
0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,19.77999878,55.79999924,0.508594544,55.79999924,2.04739666,5.319999695,11.21999931,34.75999832,0.322784806,10.05999947,2.391988993,190.042572,8.816049576,17.20522499,0.530174971,1188,133,63,25.47644997,388,211,384,212,8.822875023,32.65864944,676.538147,23.72172546,-3.292525053,27.01454926,15.48034954,1.759150028,33646.73047,19520.21094,-200,1.092356682,2.011902809,5.571918488,3.791910648,2.941594839,471.4841309,716.2653198,1.518950701,20719.18359,13.0898304,-1.522926569,5.698842525,0.788,0.44,11080,13100,11140,35320,train,2
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.389999866,25.20000076,0.755074428,25.20000076,1.322889209,1.789999962,3.470000029,20.18000031,0.171952427,5.579999924,2.324167728,213.8899536,9.367650032,17.96759987,0.753125012,970,101,59,19.25402451,301,187,299,201,8.259374619,30.83645058,697.8164063,24.20482445,-2.577749968,26.78249931,16.34505081,2.122775078,37625.04688,22178.49414,-519,1.464288712,2.257647753,5.882570267,4.070108891,2.608762741,413.4158936,556.2303467,1.345413208,22221.95703,5.12737751,-0.424136907,6.560035229,0.5683,0.6024,9320,19380,17020,45720,train,4
0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,16.77000046,6.200000286,0.552772764,6.200000286,1.863365769,4.960000038,7.879999638,30.42000008,0.259040093,9.269999504,2.306415558,186.7693787,10.06910038,18.45224953,1.743950009,1045,115,64,17.9333744,323,205,306,215,8.665249825,32.40940094,676.663147,24.8973999,-1.837275028,26.73562431,16.76172447,3.053450108,42051.83984,25765.66602,-395,1.311599016,2.113898993,5.757800579,3.935849667,2.730192423,452.3450928,592.6685181,1.310255408,21474.33398,3.917325974,-0.072889969,7.576996803,0.6893,0.4912,3240,6200,7000,16440,train,2
1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,8.840000153,5.599999905,0.802036149,5.599999905,1.482924938,1.25999999,1.74000001,20.52999878,0.084754024,7.089999676,1.936386228,60.13221359,9.52112484,18.06747437,0.982850015,1102,118,66,21.58097458,352,215,352,220,8.651675224,31.88525009,692.557312,24.52687454,-2.608050108,27.13402557,18.06747437,2.30369997,39837.99219,21045.73047,-334,1.231425762,2.092675686,5.758142948,3.925409555,2.752298832,460.0400085,642.3895874,1.396386385,21428.80469,0.716094911,-0.167803451,9.469230652,0.5754,0.6435,6180,5620,8960,20760,train,4
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.329999924,17.5,0.699863597,17.5,1.263070941,1.959999919,3.859999895,18.15999985,0.212555062,5.130000114,2.357887745,120.9325409,9.795325279,18.17952538,1.654075027,1089,105,77,10.4605751,300,235,270,271,8.310299873,31.48307419,670.6637573,24.60362434,-1.792400002,26.39587593,5.864099979,5.407050133,41273.6875,25288.54102,-398,1.375453234,2.262647867,5.865654945,4.064151287,2.593818903,546.9556274,541.6729736,0.99042511,22178.1543,2.898067474,0.195381224,8.023513794,0.5103,0.6922,7060,13160,9900,30120,train,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.56999969,14.60000038,0.805108843,14.60000038,1.682013035,1.889999986,3.210000038,26.43999863,0.121406967,8.510000229,2.233509541,117.7068405,9.771425247,18.08752441,1.560349941,1062,113,68,14.92047501,312,217,299,228,8.629674911,32.48130035,669.7997437,24.50634956,-2.062000036,26.56785011,16.36727524,2.79824996,40847.05859,25131.85156,-394,1.318877578,2.155888081,5.801678658,3.978783131,2.697286129,478.8337097,583.0321655,1.217641354,21716.6543,1.716917396,-0.436997592,8.391192436,0.6246,0.5025,7880,13760,13640,35280,train,2
0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,18.06999969,46.79999924,0.536247911,46.79999924,2.028737783,5.199999809,10.19999981,33.96999741,0.300264957,9.68999958,2.375561714,183.7609863,7.393875122,15.54345036,-0.742299974,1318,155,82,25.41887474,455,261,455,266,9.182724953,34.00299835,662.2572021,22.05114937,-4.954699993,27.00557518,15.54345036,0.414875001,23428.37305,16970.98242,85,0.879394948,1.636937737,5.103178501,3.37005806,3.292466879,533.9448242,784.3978271,1.469186306,18443.51953,22.10995483,-4.149409294,5.478920937,0.6508,0.387,17260,21840,13900,53000,train,3
0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,14.38999939,55,0.532314119,55,1.801418185,3.519999981,8.090000153,26.84999847,0.301303561,7.659999847,2.365617514,256.0613098,5.112024784,12.75374985,-2.185674906,1798,201,120,19.25907516,579,382,579,414,8.272399902,33.40717316,613.8811035,18.56527519,-6.196925163,24.76165009,12.75374985,0.60452503,16089.20117,10765.51172,271,0.833427846,2.454437017,5.894869328,4.174653053,2.531433344,798.3529663,999.7387085,1.252265096,22927.84961,17.78308296,-0.494435281,4.846261978,0.7949,0.2685,10620,13860,12600,37080,train,1
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,14.07999992,24,0.615767054,24,1.812140107,3.519999981,5.909999847,27.81999969,0.212437092,8.670000076,2.349658489,264.6290588,9.551404953,17.74096489,1.484269977,1064,120,63,18.48942184,327,204,307,215,8.253664017,31.88030243,659.0356445,23.83798981,-2.050936699,25.8887043,16.03933907,2.675950527,39943.22656,24199.14844,-307,1.225135207,1.976934433,5.515105724,3.746020079,2.848351002,461.7710876,601.9346924,1.303555608,20451.71484,4.097142696,-0.629193962,6.850318432,0.8577,0.5786,5500,13060,12160,30720,train,2
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.989999771,14.60000038,0.700700717,14.60000038,1.615100026,2.639999866,4.46999979,23.73999977,0.188289799,7,2.348974466,217.22789,2.088649988,9.904500008,-5.260725021,1625,187,62,33.7282486,541,223,541,225,7.509974957,30.3973999,625.793457,15.31137466,-9.390399933,24.70190048,9.847425461,-4.714749813,8334.667969,4716.750977,374,0.715432286,1.649651527,5.188724041,3.419187784,3.447867393,603.3071289,1021.904236,1.694414258,18846.86133,21.60759354,2.151623249,5.011978149,0.6602,0.5048,7580,23060,17000,47640,train,5
0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,11.92000008,66.59999847,0.572986567,66.59999847,1.676589489,3.00999999,6.119999886,23.57999992,0.259541981,6.829999924,2.39634037,238.0992432,6.881024837,15.1616497,-1.294350028,691,78,38,18.31037521,200,133,187,138,9.419674873,34.32799911,668.8852539,21.99402428,-5.444924831,27.43972588,13.39057541,-0.110550001,21883.38086,15367.28223,-466,1.617837191,1.534559965,4.790523052,3.162541628,3.152671337,314.5733643,376.8928833,1.197811484,17319.45898,19.83140564,-4.668462276,4.988884926,0.7316,0.6401,10320,12380,3860,26560,train,3
0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,14.23999977,36.10000229,0.623595524,36.10000229,1.872542024,3.529999971,6.239999771,29.4299984,0.212028546,8.880000114,2.331211805,169.5260468,8.468250275,16.7947998,0.065274999,1214,144,76,25.96302414,422,239,422,248,9.507024765,34.21762466,678.7540283,23.55579948,-4.228549957,27.78382492,16.7947998,1.374874949,30495.98242,18978.74023,-68,0.999937892,1.706507564,5.294816017,3.50066185,3.200951338,491.9467773,721.6418457,1.467192292,19129.80859,12.12827206,-2.571745634,6.264159679,0.7422,0.4556,9900,25600,22580,58080,train,3
0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,10.78999996,61.10000229,0.555143632,61.10000229,1.567723274,3.149999857,5.869999886,21.21999931,0.276625828,5.989999771,2.394953966,111.9992752,3.938349962,11.46292496,-3.108400106,1298,127,82,14.08372498,366,280,366,359,8.028474808,32.9993515,602.4614868,17.15767479,-7.166749954,24.32394981,11.46292496,4.88985014,11820.36816,8051.178223,-330,1.283293605,2.782755613,6.118353844,4.450554848,2.228577137,649.1425171,648.3803711,0.998840511,24481.96094,21.08120918,2.052030563,5.008354664,0.5835,0.4415,15020,14420,5680,35120,train,1
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.839999676,23.80000114,0.846491263,23.80000114,1.241856217,1.699999928,2.960000038,17.84000015,0.165919283,5.789999962,2.30646348,175.9668579,9.905349731,18.50189972,1.157850027,1398,167,76,28.94337463,493,250,493,251,8.70162487,31.6766243,702.1968384,24.81949997,-2.654200077,27.47272491,18.50189972,2.53550005,41649.67969,25944.84375,-35,0.965365171,2.08777976,5.745931149,3.916855335,2.75241518,537.2619019,860.5733643,1.601775527,21369.81641,0.444296747,-0.050568428,10.61193943,0.4654,0.5869,9520,14460,10620,34600,train,4
0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.010000229,8.5,0.560549269,8.5,1.294047117,3.24000001,4.679999828,16.68000031,0.280575524,4.489999771,2.292260647,198.4530182,7.509475231,15.73855019,-0.783150017,1351,150,87,20.58462524,437,278,437,278,9.001125336,33.31019974,671.366333,22.18597412,-4.836474895,27.0224247,15.73855019,-0.645799994,23856.06445,17475.32422,-48,0.971179962,1.743072391,5.897287369,3.820179701,3.451519012,569.9147949,781.3787842,1.371026635,20914.2168,6.958110332,-1.106495976,6.844190121,0.5064,0.4252,14140,27200,22140,63480,train,3
1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,9.099999428,10.19999981,0.583516514,10.19999981,1.421302438,2.899999857,5.130000114,19.02000046,0.269716088,5.309999943,2.349290609,277.8070679,9.99192524,18.49767494,1.224949956,1349,165,76,28.74959946,481,247,481,247,9.095999718,32.73267365,699.5849609,24.92535019,-2.863174915,27.78882408,18.49767494,1.607625008,41737.92578,25984.4043,-16,0.952510238,1.932903171,5.531378746,3.732141018,2.862975121,523.6442871,825.628418,1.576716065,20358.31055,0.246577844,0.006498375,9.901879311,0.5728,0.4625,10440,20700,17220,48360,train,4
1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,17.3599987,60.60000229,0.441244264,60.60000229,1.822657943,6.309999943,11.30999947,29.01000023,0.389865542,7.659999847,2.316868782,145.5128326,6.830574989,14.81575012,-1.075950027,1776,211,110,24.91497421,612,352,612,352,8.046649933,31.71182442,648.0166016,20.49137497,-4.881124973,25.37237549,14.81575012,-1.043200016,22143.9375,15681.17773,420,0.722314239,1.884481192,5.526485443,3.705483437,3.121520042,723.1705933,1052.960449,1.457342982,20296.25586,21.93725395,-5.875605583,5.432128906,0.7141,0.4603,12920,15220,12500,40640,train,4
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,13.90999985,30.89999962,0.755571556,30.89999962,1.901383519,2.939999819,4.940000057,32.93000031,0.150015184,10.51000023,2.325264692,149.1394348,8.676124573,17.02574921,0.426524997,1280,132,82,17.55794907,392,263,392,271,8.334500313,31.63689995,674.0372925,23.22904968,-3.114475012,26.34334946,17.00875092,1.608224988,33210.73828,19297.44141,-161,1.072710156,2.121424675,5.751524448,3.936474562,2.757756233,555.7214966,723.8669434,1.302547812,21513.93945,7.411981583,0.549682856,6.296165943,0.6428,0.5156,8820,17560,15740,42120,train,4
0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,15.96999931,18.80000114,0.729492806,18.80000114,1.894345045,1.799999952,4.46999979,33.22999954,0.134516998,11.64999962,2.206752062,85.6163559,9.263875008,17.7805748,0.738274992,1015,115,56,24.35725021,331,181,331,191,7.991425037,30.27337456,690.9287109,23.76435089,-2.635575056,26.39932442,16.17785072,2.049274921,39323.85156,20630.41602,-400,1.308509469,2.019449711,5.715662956,3.867556095,2.830995798,407.1548462,607.7512817,1.492651939,21115.23438,1.493241549,0.010546761,8.483137131,0.7983,0.645,4300,10980,11800,27080,train,5
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.829999924,38,0.728382493,38,1.536328077,3.069999933,5.039999962,26.01999855,0.193697165,7.159999847,2.306343079,196.6412964,9.2520504,17.6760006,0.38045001,1147,140,71,24.4273243,393,236,393,239,9.688500404,34.09112549,700.6135254,24.22990036,-4.188099861,28.4185257,17.6760006,4.985050201,34789,20454.44727,-376,1.296517372,2.352613926,5.978845596,4.16573,2.641676664,484.561676,662.6584473,1.367432594,22742.43164,9.544780731,-1.977945328,6.311209202,0.5638,0.5105,12700,21300,17040,51040,train,5
0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14.25999928,58.90000153,0.458625547,58.90000153,1.642261863,4.549999714,9.229999542,23.68999863,0.389615875,6.539999962,2.388577223,171.7177887,12.12605,20.85424995,3.372575045,1528,182,47,37.87992477,509,184,494,187,9.564024925,33.13022614,702.5837402,27.53047562,-1.336799979,28.86662483,19.07347488,5.043725014,50810.07031,35739.00391,105,0.876017451,1.950118184,5.824549675,3.88733387,3.191573858,533.824707,994.4241333,1.862796307,21142.36328,9.031961441,-2.332820892,6.20683527,0.6509,0.5845,16100,16580,8000,40680,train,5
0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,13.19999981,22,0.671212105,22,1.796954155,4.190000057,6.239999771,29.36999893,0.212461696,8.859999657,2.301883459,172.5121155,5.422399998,13.39194965,-2.305025101,1311,135,83,15.92667484,385,267,376,267,8.054024696,31.74867439,641.7729492,19.16754913,-6.199299812,25.36739922,12.94235039,-2.305025101,18237.5293,11349.4541,-156,1.072058201,2.162961483,5.853554249,4.008257866,2.990792274,577.9606323,732.6936646,1.267813206,21998.63672,11.86095524,-2.321636438,5.159788609,0.6763,0.4903,12540,24260,15400,52200,train,3
0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,20.32999992,41.70000076,0.434333495,41.70000076,1.95371902,7.259999752,13.73999977,33.61000061,0.408806888,8.829999924,2.311834097,117.9728775,6.828024864,14.83329964,-1.111374974,1752,193,111,20.53817558,572,367,572,381,8.263375282,32.20835114,649.9906616,20.71177483,-4.939374924,25.65099907,14.83329964,5.323675156,22444.66211,15114.90332,297,0.813698411,2.381357431,5.576609612,3.978983402,2.395243883,751.6969604,1000.014038,1.335013509,21800.98828,32.37133026,0.199670255,4.284446239,0.6711,0.2511,13520,12240,11720,37480,train,3
0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,8,30.70000076,0.547500014,30.70000076,1.284659624,2.529999971,4.019999981,15.7699995,0.254914401,4.380000114,2.33594656,165.8924255,1.928424954,10.20960045,-6.317824841,977,127,44,34.36959839,359,149,359,157,9.422550201,33.92727661,677.1168213,16.75675011,-11.01410007,27.77112579,10.20960045,-5.331600189,8826.861328,5445.00293,-353,1.287078381,1.752366424,5.514444828,3.633405685,3.47482729,376.7789917,600.1899414,1.593041301,20019.64453,17.46027565,-3.585687399,5.045604229,0.621,0.5749,18800,20840,2160,41800,train,5
0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,15.61999989,44.40000153,0.500640189,44.40000153,1.836062431,5.539999962,9.019999504,28.78999901,0.313303224,7.819999695,2.319024086,150.2302856,6.401450157,14.30692482,-1.305699944,1613,183,107,21.24609947,531,334,531,353,8.68137455,33.60895157,637.4138184,20.44492531,-5.384900093,25.82972527,14.30692482,1.895575047,20649.00195,12949.6582,133,0.886871099,2.285627365,5.803728104,4.044677734,2.603538752,692.0455933,920.8933105,1.330610275,22174.73828,13.40960217,-2.872471333,5.8995924,0.6766,0.3201,14920,19840,19360,54120,train,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.620000005,47.79999924,0.802469104,47.79999924,0.122780971,1.049999952,1.139999986,2.649999857,0.430188697,1.299999952,0.524970591,153.6049042,0.185424998,7.831624985,-7.021800041,1323,166,69,30.19784927,475,228,475,228,7.411224842,30.42144966,617.5154419,13.04732513,-11.31169987,24.35887527,7.831624985,-7.021800041,5736.280273,2594.908936,-168,1.073593259,2.271926641,5.881295681,4.076611042,2.782092094,508.9544983,814.4806519,1.600427508,22528.14063,20.2328701,2.462460518,4.803882122,0.1637,0.7175,560,2580,2100,5240,train,5
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.299999714,15.10000038,0.52063494,15.10000038,1.051507115,2.769999981,3.879999876,11.88999939,0.326324649,3.279999971,2.296915531,201.3675232,9.516599655,18.04780006,1.079349995,1130,113,74,13.36814976,322,238,322,254,8.825249672,32.38492584,687.7848511,24.70034981,-2.549974918,27.25007439,18.04780006,3.099050045,39752.27734,21428.96484,-285,1.210714579,2.030878305,5.702068806,3.866473675,2.817532539,521.7261963,608.3359375,1.166017294,21106.58789,3.570682526,0.436064899,7.905842304,0.33,0.5934,2340,11280,10620,24240,train,2
0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,12.68999958,71.59999847,0.489361721,71.59999847,1.620265126,3.980000019,7.889999866,22.59000015,0.34926958,6.210000038,2.384377241,185.8350677,10.26515007,18.79697418,2.043800116,1703,213,65,33.21372604,558,233,484,239,8.514225006,31.59925079,675.1993408,24.63014984,-2.31387496,26.94449997,13.3434,3.326600075,43439.63281,30366.69531,307,0.799448133,2.145549774,5.487539768,3.816544771,2.685792208,646.836853,1056.125488,1.632530928,20805.81641,20.33957481,-1.952733874,4.913394928,0.6285,0.5772,13580,14800,3820,32200,train,5
