"PC1","PC2","PC3"
-0.664474890961085,1.71717118152801,-1.53734179426505
0.581914691380429,2.01499385563739,0.349896132660884
-1.22471844475983,-0.144482203050674,0.539368561068552
-1.44087011793976,-1.10803749288448,0.114794244512259
-1.44106085773729,-1.10763040333534,0.113733965701463
-0.272038037694177,0.215875786096133,0.747217213050646
-0.432074677648177,1.14507105311921,1.42440746410451
-1.55732813858794,-2.58592891033427,-0.441541537967596
-1.26398845144312,-1.12915468909607,0.133810584152686
-1.25326252206931,-1.1347436584699,0.146311245194609
-1.2623792031667,-1.12895782895115,0.132866357046032
-0.291062138543749,3.14162656245214,-0.894280486249054
-0.556155789794321,2.20614632166853,-1.36380958748841
-0.656330720479762,1.71463308959142,-1.53249502867594
-0.416904861642927,2.69732693273943,-1.21685593584846
-0.847113622266422,-0.273042911405127,-2.29068002742648
0.0316950315949521,1.07201844547179,-1.73776022295335
1.28441941243071,0.853107180781816,-1.87930013794844
-1.44393054611586,-1.1075393920268,0.114213864276594
-1.22862611566668,0.376861849168446,0.653209420749417
1.73923332726507,-1.49126951847031,-0.246217178361546
1.64327542863416,-1.45097559406996,-0.312525064445719
1.8407004638348,1.59091315158619,0.803752672984724
0.813080289862395,0.333978883382255,0.315856617674161
0.388718062244787,-1.54562613744791,-0.747412111984021
0.345011583613056,-1.02958838418249,-0.545387616957175
0.539213844965661,-1.07763693791366,-0.514695776926086
1.03847188443782,0.363494659219425,-0.0126039049298123
0.610921679848657,-1.58009677554909,-0.735343087832068
0.375955970150323,-2.55799355392688,-1.06517740195929
0.812844035461369,0.33434468361583,0.314920326983325
1.1118447077902,2.37306197615269,0.855745775171443
0.821968597169649,0.407226182184217,0.0950320206198978
0.332645237453396,1.15984576030837,-0.285143470675152
0.270604311365791,0.762578525338667,-0.771077049026039
0.184770554735097,0.81839718476667,-0.945871513819362
-0.223943998287507,-1.2086497832882,-1.50974782097696
-0.210775416136852,0.839745677745051,-0.852788628419924
-0.197584026591711,-0.722810843545282,-1.33870956590633
-0.530393266632837,-1.74913469238447,-1.53093835052868
-0.0580694552698264,0.635310561973412,-0.506592103272317
-0.264117005163552,0.573879514144165,-0.293403539294548
0.783774752371345,1.03518035567774,-0.225504871904373
0.460269384336532,0.588261932330201,-0.382633572218812
0.106054093085148,-0.853658890476559,-0.938450944517234
0.0878603366978809,0.0769622944506022,1.04062186587468
-0.125464895175174,-1.4082191744772,0.503249222670778
0.228800068970986,-0.0401596272683891,1.29838849638099
0.126568627467321,-1.59935834596532,0.889870080906263
0.147306334383313,-1.09729604101766,1.08179179479448
-0.110946032804974,-1.09782579498856,1.23145906492794
0.096434331901482,-0.128410491336312,1.59775110090466
0.0975455028518264,-0.128507735451878,1.59773413772208
0.439109356906476,-0.173933528665738,1.49481671033299
0.730284438776666,-1.73567154971692,0.834346361962113
0.370931805491084,-0.129434864439548,1.39092079383407
0.484362109810554,-0.140818274448217,1.34860811541779
0.484847550176333,-0.138968653430496,1.34344782732945
-0.341373775157022,1.12887771118665,1.41368607968636
-1.05614337711273,0.0131188086654374,-1.43342265235595
-1.82830981140186,0.514971490560158,0.492807309032865
-1.83445220383265,0.51660826306402,0.489907506585134
-1.72355972847815,0.471208676595901,0.585424422761734
-1.50051945527108,0.407907993525297,0.656703898555862
-1.71927722262163,-1.07393738549087,0.111623583144103
-1.57949003339984,-1.11314838154223,0.202050936901531
-1.44980140550282,0.556070595274747,0.183066257832991
-1.53207434344461,-1.02813825681908,-0.0987624235873378
-1.625401408446,-1.5180086455946,-0.280022506460479
-1.19976303469221,0.479288534648947,0.258757742486897
-1.41208844772195,-1.00880937304436,-0.270925948804428
-1.2295709287055,0.51618224405361,0.153114332778388
-1.23060490078091,0.516862361484748,0.151524345603334
-1.69648693129323,0.448925077876259,0.632880990320805
-1.75447550226681,0.586144824105092,0.261160511033911
-1.72182069627685,0.451977481414292,0.637356831025967
-1.42628735929624,-1.12357423928658,0.185228008017821
-1.53433392147296,-2.11641565008907,-0.187005248998884
-0.3626474265271,-1.36634988508905,0.487557621434319
-0.247314177459911,-1.46664553952032,0.693266189318156
0.157558860817229,-1.61412055435356,0.852210066917291
0.376466967773349,-0.128426030107142,1.3867696558904
1.53008445447839,0.0814706285947585,0.299848860835698
1.53166126030925,0.0814710747081547,0.299447766867126
1.78657495184751,0.0503640443068938,0.211329603379218
0.921362466411053,2.307961055472,0.928610081887532
0.612254536313054,-1.18415680173367,-0.383134523697118
0.584976785572347,1.46498825826914,0.358873133563813
1.20123288294947,1.35295070217925,0.335881398122861
