"PC1","PC2","PC3","PC4"
-1.20707437848146,0.192863447050215,-0.639296979619176,-0.934161888317127
-1.83926928003864,0.615724827590702,-1.4088528389049,0.679809456778749
-1.29079543969045,-0.0223499259825584,-0.0611306555621006,-0.464412338756343
-1.28673885010697,-0.0801816385674482,-0.626906740635744,-1.02673684648244
-1.32646151437736,-0.160211582194908,-0.178627994690046,-0.629315203297188
-1.22437521970242,0.132834443851557,-0.642368534045746,-0.960048181852521
-1.76297364951022,1.18906392024337,1.03601900262481,3.23343830270126
-1.49905180212808,-0.743738229412932,-0.0886336715643313,-0.766512734228585
-1.57670606153328,1.93695778706965,-0.979667357904823,-0.822478000364828
-0.998912612703988,1.39434839802332,0.323900591654983,-1.97235542337987
-1.1973500301658,0.22460659655373,-0.653307819634508,-0.935401885901231
-1.38888233120976,-0.292867961427435,0.471475694253,-0.0593111737157718
-1.08669094077589,0.51536147233256,-1.36791445408054,-1.50654150619095
-1.88357866187925,0.512221522619308,-1.02093769945053,1.01061945526624
-0.942744059842994,0.972330501808506,-1.67706913215672,-1.62699378323167
-1.19423577397457,3.14794412187846,-1.82623995413679,-1.16774805549338
-1.4761066135328,-0.336726437568101,2.49474697275917,1.85576708156152
-1.10947314383809,3.26829195250853,-3.18006130616914,-2.41437832727837
-1.92878234984643,0.310736593651626,-1.38065306795708,0.590115438865822
-1.1268144410952,0.515138076223468,-0.280018999964058,-0.467888658279392
-1.10346594902302,0.536630629594463,-0.744784140576118,-0.90343492394192
-1.11844246718255,1.00886294045684,0.533110012674846,-1.91999886100774
-0.607784744696149,2.58708970726932,-0.901528300951582,-2.68633935709829
-1.81819641014727,0.778367581343351,-0.699809866475933,1.41900427000283
-1.2130934481943,0.183174850514329,-0.552162461675335,-0.854669261217051
-1.28264729735762,0.0873078366352748,0.581490349065145,0.191101739580037
-0.947078380321573,1.57432548254869,0.334103867475371,-1.89379463374961
-1.30456712032949,-0.0927885659461265,-0.242054592024327,-0.664095025848838
-1.3769005489583,-0.337942886353675,-0.209028725211622,-0.726302085970935
-1.12231239887733,1.26007931493272,2.61733766104277,0.16611036133075
-1.37069155477826,-0.167045071209882,0.968715415256233,0.463571882619631
-1.33125679805736,0.08951529930845,1.91899542794315,1.46901495413699
-1.83497903558404,0.606540269604435,-1.59772298274176,0.495961583612788
-1.21133716746858,0.411266757390302,1.19709221523134,0.902760742337637
-2.12466303167689,-0.310279440160329,-0.953497462825942,0.760509396307779
-1.68297814846453,1.71762585317073,0.178482465601516,0.199473328229606
-1.21682572293259,0.321980349871466,0.642732750280082,0.339309531151881
-1.98227892898258,0.192445115068921,-0.859740298338343,1.04225887982055
-1.23946791890104,0.620970094551423,0.763970311780093,-1.84789025066834
-1.30579038302264,0.417672025465936,0.963504611479026,-1.73510791620653
-1.56831890765643,2.03090992399209,-0.467269190540185,-0.297307987725875
-1.31302635343942,-0.106404971888453,-0.119595269508659,-0.552375658032514
-1.64557833298353,-1.25313064480114,-0.12242334968634,-0.993554013182733
-1.63020187348951,1.77039649138066,-0.839054119128446,-0.751907158226562
-2.14261650561369,-0.419630005713089,-1.32740966363946,0.361679823226169
-1.75482542890623,1.36062160661012,-0.682869005758268,-0.759466614527489
-1.76612366276636,1.32634505198563,-0.646073954102518,-0.737440631292231
-2.06580047585957,-0.183350616345699,-1.55209030822353,0.237498594831538
-2.00857793130915,0.0213901163974594,-1.49312763755859,0.37208453265973
-1.68159303523797,-1.35937276810217,0.0186518031689772,-0.899477646599381
-1.73739444869464,1.40476973739023,-0.808444204928707,-0.862486529063585
-1.60833058555314,-1.08054234746997,0.22570266367405,-0.595165000358293
-2.33077763696417,-1.04431061451341,-1.1387682406534,0.302935761666723
-2.05184404594899,-0.112614594687343,-1.37384087787008,0.434741335943974
-2.32610203067371,-1.00460382276072,-0.952928615398546,0.495560960093029
-1.66891099501826,-1.32286876934738,-0.0381757960102809,-0.939779278426363
-2.23401486518339,-0.727652896622055,-1.27191766608101,0.29688444300454
-2.00296564911587,0.0947853300001904,-1.06732209968289,0.80671422120325
-0.982128373599379,1.66272041119808,1.98236719746764,-0.286209114717025
-1.61590989832437,-1.07665203883105,0.46218670732051,-0.367879072198047
-1.39984714598749,1.26654167699744,-2.24953385909931,0.165587025793646
-1.14212264932824,-0.30615797393664,-0.368926556062017,-0.827204617389448
-0.846895556014653,1.32509800755925,1.61560822994597,-0.72587738963056
-0.692397388803188,1.6381474100399,-0.113919271773211,-2.25755324378158
-1.10852485119807,-0.107264116754647,0.285563234559884,-0.126236490077643
-0.971982097430826,0.2573351049034,-0.550220308097144,-0.784841413205884
-1.21481105239293,2.57561554199717,0.189305687043936,0.577496931063503
-1.43519065803488,1.29010274044851,-1.10407266431282,1.26829903163127
-0.963029799082151,0.2878355240528,-0.55305463663953,-0.775885104208349
-1.72644956740168,0.338567269946126,-0.690573671478091,1.29927142510629
-1.1795375996661,-0.253750500132832,1.06004724421602,0.557239429706987
-1.2460460570152,-0.553890057242188,0.501697208376499,-0.0906467948332408
-1.30619798002566,1.5781875787792,-2.33760945168485,0.200656464675507
-0.979591639039765,0.357718859683957,0.447278190245942,0.205968674709023
-1.53115442202674,1.0873636002347,-0.0951503448869606,2.15411043984891
-1.58961658111989,0.848446820410824,-0.389693464369537,1.78152086078631
-0.658540061266541,1.77309761610954,0.0297622317755213,-2.06876262422302
-1.63665541402031,0.611827248773091,-0.97636813989365,1.13087825165879
-1.10679571231626,0.0242419972527374,1.27463397825022,0.868427036623363
-1.62061659695567,0.621553782587047,-1.33531543181906,0.791869374217102
-1.17312609830766,-0.275610927266907,0.713706108517103,0.218189059950168
-1.08563948588223,0.0743864712167617,1.09513058929286,0.716208554377547
-0.680100879488112,1.67403083891175,-0.165165767703926,-2.29276324751658
-1.73141554092246,0.266212387202505,-1.12573543835712,0.856106069633337
-1.02066359441299,0.243336328083074,0.661564210170212,0.366835152638793
-1.23064591468687,-0.529101215654876,0.278758441745411,-0.294033336242446
-1.06462043833824,0.0760390831606805,0.537324633290294,0.184239298949992
-1.61580157982593,0.677575327685561,-1.02473116668444,1.10984089104147
-1.27653897194761,-0.715605437351475,0.0557854737031499,-0.578245503923552
-1.28026490242553,-0.705512531281481,0.23648637732987,-0.401850410448574
-1.30661954585157,-0.79620533932841,0.237718562836429,-0.43535247223488
-1.67404514058161,0.471191116042619,-1.06891318866069,0.988739306168156
-1.76054664379872,0.171050450752883,-1.08431008890207,0.85927214200472
-0.948057989981217,0.344115600323121,-0.516267059515834,-0.719239758086152
-1.23534626295897,-0.504486430678882,0.600328224657412,0.0224181834108605
-1.27714145226195,-0.684394518555089,0.318032842000815,-0.315913691303603
-1.36016048732841,-0.962839277757543,0.378985115033467,-0.364185613714662
-1.22009467827939,-0.447756013603181,0.633065655937817,0.075368590479981
-1.36704717069355,-0.973924428749052,0.478679563491735,-0.273234589915475
-1.71951338808934,0.221009286770182,-1.80508710975412,0.190166806878769
-1.1896244967917,-0.38261933038201,0.318729639602888,-0.199857398113166
-1.36422855556385,-1.0015681457818,0.184350520110208,-0.564834443426302
-1.2986912241424,-0.831714567005681,-0.25734349366775,-0.921622668200824
-1.28852278787981,-0.750985539269059,0.1025052921769,-0.547165177973883
-0.953499170115601,0.928238573573619,1.38416648547031,-1.09861002763402
-1.42113523655901,-1.18971009803633,0.247578087551794,-0.57640443791806
-1.32644779828187,-0.892483291720312,0.0177092314849712,-0.682234738862489
-1.12520738291996,-0.150207507302359,0.400303586907178,-0.0331011822223791
-1.46129549982649,-1.35089617628945,0.0683776543879984,-0.809140958667085
-1.29166181928518,-0.67558652834865,0.78176123760568,0.130228814821234
-1.45762923580891,-1.24845266982598,0.7758801648149,-0.0944356267617389
-1.39875065295729,-1.08931734676126,0.430580922060087,-0.363283116128981
-1.38727352814884,1.84748147138452,-0.86341552310052,-0.706075987319827
-1.49881607222553,-1.44347187304622,0.358015208380561,-0.567989383015498
-1.47478219216127,-1.34042433145372,0.517142151917956,-0.376649983504969
-1.94241982204963,-0.491779805322227,-1.36698407470428,0.335921898423546
-1.62114532091162,-1.86564407728291,0.354224189732921,-0.733036769704754
-1.5828496855945,-1.77182080037482,0.0533665075537137,-0.984424443368967
-1.54931693124066,-1.63739304358133,0.20174666540798,-0.791347251928271
-1.82058331586301,-2.55674754339825,0.32582568319703,-1.02441205857236
-0.552132818238398,0.874198248267179,-1.0890711662757,-1.02305470865691
-0.910372349389691,-0.104700837584696,0.927880777147928,0.528454551778791
-0.951898264921205,0.101992927089442,3.68399467576236,3.23906616785912
-0.961616544116397,-0.396360622563218,0.0217962166653671,-0.448211167527117
-0.834466120162108,0.065752688554706,0.209319544436216,-0.0924610822358278
-1.36140625157299,0.979844440186396,0.451308696722328,2.67518174175336
-0.632727239732215,0.71228872335473,-0.175878934248031,-0.213035585823845
-0.884413346613019,0.0818972314222008,1.69295289735784,1.33030669265068
-0.670701999841492,0.458078436618211,-1.14729445574652,-1.23776053506516
-0.995480455501999,-0.289966166338522,1.77965214776834,1.2708974986036
-0.944194652129805,-0.287865717982515,0.403403815470468,-0.0423610999575936
-1.48231403744752,0.527779592462307,0.173414383777816,2.23698640749993
-1.39801109148098,0.599116440396378,-1.55404081680358,0.614864624042957
-1.48486954726173,0.394943310350048,-0.803693475900036,1.25323659330099
-1.04887069007527,-0.520718922039419,1.41168577200682,0.831324045990246
-0.883155594068214,-0.141343136312831,-0.0999341594054819,-0.466929034092485
-0.965939219290593,-0.322866864026571,0.718187073988307,0.244814967313855
-1.18432368278735,-1.07664821762921,0.710539788050598,-0.0507131503702359
-1.22141363693765,1.17300287362378,-1.82880733561232,0.571952830803157
-0.826164222282706,-0.049606965509082,-0.924964595071938,-1.21960246726528
-1.34060410587132,0.852425110717919,-1.1174597656083,1.1285771532157
-1.05914925990215,-0.762528732944166,-0.214196758034222,-0.813553822122018
-1.07019082227158,-0.603307928271889,1.34003631134307,0.7313322203518
-1.04972257036917,-0.650812956619004,0.409915473764504,-0.174925256109076
-0.943827156545837,-0.17464172399539,1.28542345684971,0.843097883352745
-0.986520330677825,-0.468627707957727,0.128788012357969,-0.373686911318637
-0.851162340639623,-0.0898451907617253,-0.563081597124996,-0.889457412372173
-0.952172254606675,-0.284616516432647,0.645653663993642,0.190184959179585
-1.03070501108691,-0.636291689913145,0.00784668971604874,-0.553273774995106
-1.51743953133088,0.278155627566748,-0.839248282368211,1.17463177985123
-1.09138609382181,-0.701786303211076,1.13981650855958,0.502503896662782
-1.11350358917801,-0.930471941175446,-0.0611552709799079,-0.731644716696384
-1.0811350546269,-0.717466417646243,0.737892650867147,0.112745533140672
-1.09211536795446,-0.67077947810482,1.40389939609256,0.766510249402436
-1.07612195197528,-0.789848829482295,0.0315068826542661,-0.589398936695675
-1.06134261818378,-0.685607519127339,0.451369236006769,-0.148649141557778
-1.56791085715686,0.0842819951343089,-0.995944359880533,0.950883872127863
-1.11654635322973,-0.871008324159532,0.489944260539147,-0.182709596165623
-0.954133376365302,-0.384315340383468,-0.08653318402157,-0.547039839056942
-1.08790363915463,-0.792722873488468,0.328826219085333,-0.306613106109072
-1.04754563691346,-0.582947452666821,0.885452526724477,0.305074383138298
-0.777653147684822,0.205472750880723,-0.232839884959111,-0.461215965272524
-1.48546603164769,0.393983179161808,-0.795058523671367,1.26111424103163
-1.12066751807816,-0.877641957823742,0.549603930482677,-0.12828221184485
-0.927434184256789,0.299813440238931,1.72891159587634,-0.969318988256836
-0.966768000176933,-0.404652664643481,0.0963708040947803,-0.38017693712615
-0.894681488985882,-0.256437898924667,-0.693657434440684,-1.07783382237683
-1.65257952224219,-0.16463738996287,-0.657585750624499,1.17877325509091
-0.87437914219615,-0.0306740151436311,0.533591179041912,0.180287088199337
-1.56096395201007,0.0632833807946682,-1.35003622006495,0.604762533645671
-1.38062947875733,0.643185106791541,-1.67890135200277,0.51249669585979
-1.14660421409279,-0.951571666086512,0.671548546391471,-0.0401165309795375
