"PC1","PC2","PC3","PC4","PC5"
-2.46813675683227,0.826031889931786,-1.71959123197774,0.680645077894489,2.18415199437145
-1.43434418428267,1.88512729936286,-0.0650671172993117,-0.662616569957705,-0.187225933011779
-1.42292698617233,1.95446927947913,-0.0161926901340185,-0.604741712893284,-0.175750369328421
-1.46821360382293,2.10901580405186,-0.0469516034608473,-0.491245556424764,-0.39983419440085
-1.47571271358223,2.08111482899632,-0.0678660231791841,-0.513136079528749,-0.394923416746088
-1.4198723477305,1.97629906709662,-0.000460336260986433,-0.586574637693216,-0.172175791701402
-1.46412142354444,2.11270867411859,-0.0394232282533213,-0.490881514346244,-0.417590467811293
0.0356910004711361,1.82321274404194,-1.3055660197992,0.787285680138016,-0.409999623451038
0.0349928199432395,1.83474531776542,-1.30044703484731,0.80011033707178,-0.388818721589159
0.492644569902542,1.94602784012327,-0.985559175428496,0.197382097839905,-0.184567644474535
-0.0212671804502867,1.7825563951733,-1.48575369918554,1.08602355035898,-0.484609997323073
0.112611775749825,1.80874039691849,-1.36619885182304,0.724548827590291,-0.42118377490518
-0.359454748104204,1.65596142434595,-0.57043905695562,0.114719998294741,-0.295744956731066
-0.515083310059485,1.54171816220134,-1.85489865034905,0.711952609297296,0.255663668168589
-0.341305318988542,1.71237840979618,-0.531981796984079,0.158014400343631,-0.312325970290268
-0.330544791563252,1.89390626611464,-0.72589533015302,0.153382928676872,-0.311263451057694
-0.30148685862966,2.04253904613152,-0.433519315717384,-0.266554289551116,-0.18377509902515
0.508602068905183,1.82358319817875,-1.04729459700765,0.104207034950707,-0.198948331045265
-0.123853572418059,2.27322014981082,-0.972713804565363,-0.0758869150158792,-0.223191186541259
-0.312933518643223,2.02609141095876,-0.478807356639481,-0.269513217194774,-0.111690723498877
-0.0656940897156829,1.74430420714286,-1.49667130031295,1.06357266684169,-0.424987760620234
-0.0982453462305579,1.87262633553463,-1.44921346825743,0.966407280834891,-0.497354915130744
-0.263787403887256,1.95975803986324,-1.57409401223986,0.665926283370788,-0.401527227192368
-0.326117564309861,1.71842071750338,-0.527338576475373,0.165639380324841,-0.311751436678332
-0.0769325901046243,1.79529849990246,-1.42065859276456,0.940147325427545,-0.487898803632646
0.116617253050415,1.86989490110581,-1.31421367275826,0.774894076946428,-0.415019751326767
-0.33192969575545,1.91445123711469,-1.49382212552711,0.892863822173647,-0.469487350064013
-0.323802453031943,2.01570889126241,-0.475361097002595,-0.282163946630329,-0.130451702772069
-0.203514931270273,1.18818016820273,-0.879601950164662,-0.308332928321437,-0.205835562003254
-0.459001801281045,1.55196828114646,-0.669171045057025,0.314547370677878,-0.0251579017492486
-0.324930761980974,1.75919375004271,-0.649681956541768,-0.103458697770188,0.140327718394831
-0.358318819868916,1.90068019467009,-1.55873633084713,0.905378415311683,-0.309500217069094
-0.317728002609504,1.95271049870644,-1.4694204199362,0.918473029017098,-0.499710944210277
-0.330485141444408,1.9267538107553,-1.48506846524184,0.903291090062576,-0.466274346530378
-0.376822559352801,1.87960409016099,-1.58727202174361,0.905515303817094,-0.207495327420777
-0.377339884436732,1.62474213690298,-0.764121804923651,-0.216248372731809,0.167285141574251
0.513669511287824,1.89181130271794,-0.997933577138337,0.160751474624825,-0.185464982265097
-1.10647665084558,0.219965074119253,-1.37643026317062,2.71066190806951,-0.833382341319252
-0.262195400088086,1.88833934098166,-0.541331600296582,-0.0558867659558343,-0.175845618257757
-0.108554966722182,2.30973917120598,-1.16447712070196,0.210720793887714,-0.299203602425539
-0.148317074370576,2.2506316057343,-1.22642104656933,0.32413040843017,-0.325901687350795
-0.108661475364775,1.685250229058,-0.534943068331822,0.0859231063011607,-0.232515100400747
-1.19075848627251,-0.297635429248962,-2.70601276481567,-0.627388733173805,4.23503156284516
-0.331005623970207,1.88193092050706,-1.51022750534661,0.860536155943982,-0.508738958221757
-0.263837389850784,1.9954472443924,-0.618749208106173,-0.0397857751546024,-0.247068217352218
-1.88885359135615,-3.03972755518074,-6.28902033509657,-2.439726414614,8.21919964737322
-0.138744456833408,2.24188532716858,-0.996638848910267,-0.0759261136060648,-0.220005628486203
-0.12650440130953,1.59063284289486,-0.657825240863922,0.20634771342345,-0.170867687189877
-0.0943268540037299,1.63135571888362,-0.703974136721409,0.21613400273459,-0.268381858490995
-0.204219822241402,0.815360165586081,-2.25409283475776,-0.237169598676704,1.67243395341902
-0.153284760297088,2.27556959212012,-1.23897345228502,0.306567345797203,-0.320692850554385
-0.0577791946058517,1.60053264466763,-0.630855409081925,0.206516567077295,-0.270233703966014
-0.392486245068632,1.61200202617901,-0.605687085734713,0.122122123503345,-0.0620382451134299
0.0348537457669293,1.81896935067169,-1.28340002291493,0.827547545008547,-0.416139844068368
-0.391659933481624,1.62622586187244,-0.598249284875383,0.132635428271253,-0.0640423222107322
-0.396539123580162,1.6246136746976,-0.60393850395022,0.140282573042819,-0.0140282652321124
-0.0926947986733016,1.62523871651677,-0.603227813008875,0.220282808455265,-0.274654905726349
-0.2809973626013,2.01994722508388,-0.468752984708759,-0.282414126982251,-0.106181871592505
0.120270777057153,1.85145458775366,-1.33751559344397,0.764846928606205,-0.391343437900327
-0.155083720651756,2.10586669568781,-0.993409024233471,0.157144562555539,-0.28834742005214
-0.367982687166901,1.90982722901801,-1.57751865742038,0.911314315361271,-0.296416424012772
-0.366077233609996,1.88845572538025,-1.57250604937139,0.902161470681713,-0.270233647466067
-0.282431529187299,1.86361763634198,-0.582367175154635,-0.0587707601476806,-0.0688808600717729
0.115275670473037,1.87422664270858,-1.31147102243953,0.779111562675296,-0.409596764841874
0.441707624824142,2.14286054466845,-0.898327997152452,-0.0706640657016388,-0.104719842759469
-0.253391980549693,1.90902046337703,-0.522272464340333,-0.0533044322017157,-0.251522733954631
-0.271840542599918,1.97545138720386,-0.646426911021319,-0.0605648420997596,-0.235584294859818
-0.344675399135632,1.91520867651462,-1.5486551118835,0.886763964489044,-0.46821844276626
-0.254406129156247,1.90631102355844,-0.523966306682075,-0.0556450759162913,-0.252038675303648
-0.36460285137356,1.65027604278105,-0.587246704992169,0.114337339827487,-0.265713214281082
-0.299057398106253,1.62312772976155,-1.28873875059735,-0.0423112455156223,-0.339021194503812
-0.212212344387818,2.40497965994029,-0.948417110234733,-0.163597374084368,-0.207768597372421
-0.289336534295536,2.05415873923223,-0.432383362149951,-0.260691178122822,-0.205547198340502
-0.192812903789857,2.42031401908987,-0.919273019310681,-0.169419912440491,-0.212341011596593
0.113719334095839,1.858028450282,-1.32387768447861,0.766569568358997,-0.407844746414918
-0.319236744797163,1.95707338342062,-1.46619802817389,0.921947909733722,-0.498125246653611
-0.133541159112621,1.68405475248774,-0.690894717708735,0.248430241454749,-0.270901255996089
-0.317770236073223,1.95442168927213,-1.46303138122605,0.920974962954831,-0.495691098880469
-0.313163335456197,2.02736814251641,-0.448566645436879,-0.280200810348756,-0.197544887211203
-1.10377421273092,0.18528189066471,-1.39498113187372,2.67323078736071,-0.890460278596709
0.00609654398404463,1.56016747133472,-1.2813781690213,0.812624038375977,-0.497669568460814
0.622129691677545,1.79246167309707,-1.08983862013661,0.414069741140398,-0.237807792131461
