"PC1","PC2","PC3","PC4","PC5"
-1.59245751017731,0.622470797124593,-2.42255167374339,0.515851779406955,-2.2584226123067
-2.38146094021891,0.868893463434201,-2.20939247728945,-1.03658807404914,-0.743715442641881
-2.04738220920906,0.949162532921658,-2.26598824584376,-0.991111646332775,-0.585447672011392
0.0657012336111448,1.42967221237409,-2.62241440806886,-1.10755996198904,-0.842483082967103
0.0128943530868754,1.04840351056963,-2.67144906593442,0.934520814235893,-0.906211456125591
-1.8615432226099,0.629551703823444,-2.35158379860918,1.08314565581285,-0.542181400329835
-0.436988821264922,0.962425618209997,-2.58838265370999,1.07471678096466,-0.50224679972983
0.0212021179518099,1.04956831715276,-2.67360100928667,0.935711212130894,-0.901108696695594
-0.0344575062944395,1.42409779055287,-2.60184075444748,-0.919498335597398,-0.267749994763344
0.385760406076458,1.1473592243546,-2.72622616449898,0.984606656414344,-0.742718444544852
-2.65391277525229,0.408280434794203,-2.23205962036545,0.774476169037412,-1.52233962931556
0.174516301161968,1.11916611868668,-2.68318688892489,1.15725534219869,-0.226327487188054
-2.55847437966364,0.806419151897017,-2.18431180498871,-1.26227575374171,-1.4477179640732
0.982801953651724,1.30011267005148,-2.81903861466537,1.06521300650674,-0.472932550289696
-3.23710774577081,0.695255464298701,-2.04877980616229,-0.952330457087142,-0.545782303388943
-2.09895671052385,0.936119379654205,-2.25783445931469,-0.998085595460722,-0.608966388848572
-3.95961766953808,0.495114421498493,-1.93719887143231,-1.25180132933396,-1.49894469815681
-2.09310264067343,0.959888129806533,-2.23879791339381,-0.998889396009532,-0.637585863157354
-1.99860687189188,0.546362106929797,-2.34746619522717,0.662046725579122,-1.83284267451099
-2.1884806169748,0.91139684314724,-2.245545686316,-1.01004206632903,-0.646867790486476
-2.32201929213871,0.924532929743954,-2.19537634098063,-0.828437662563407,-0.125473709897492
-2.74037504263952,0.763837225428909,-2.15249020081398,-1.28711736795855,-1.53546926896185
-1.85022406930599,0.638917635282397,-2.34754874480352,1.08421073373796,-0.546149292338641
-1.76611569109634,0.596429778827098,-2.3920405313277,0.69410922031785,-1.71456902832629
-0.398427710100959,1.36584647959271,-2.52698382728464,-0.768114568394977,0.166970259082762
-2.36247604112166,0.880542784075774,-2.20626060789853,-1.03451110288128,-0.744671584423007
-2.47099332984418,0.85344976983113,-2.18879002169584,-1.04921002487957,-0.7946496784607
