"PC1","PC2","PC3","PC4","PC5"
0.209447626598685,-1.84907801492376,-0.53848328172427,0.0394098327270801,-0.563228353742813
1.44638049364852,-1.09901755720191,-0.768000218660795,-0.332812885295893,-0.583979268604629
-0.291378115273254,3.81682804623865,0.414213557398536,-0.140447831334907,-0.273752478702887
-2.26683932137853,-2.12317325130443,2.28224267072553,-0.102822970525858,0.102762182885063
-1.6031199871605,-1.48619062368643,1.58128344179299,-3.30092847575381,3.01782190551955
1.51971935898588,-0.289128601766783,-0.770057073944403,-0.0464759052495789,-0.267585461539242
-4.40101339573414,1.1222673336052,0.22720331612561,-0.0270280271995304,-0.0895874073747686
-2.40890762768727,-1.90758319255046,1.8499553283021,-0.672831356508036,-0.521256982942978
1.74249127746869,-0.431313072345446,-0.980835361646601,-0.810370740869728,-0.638976873174272
2.39745685065989,0.731731469403419,-0.473024036920087,-1.32117932374146,1.18033931126583
-0.939507644974137,3.4926340582658,-0.884565283854707,1.70002492180712,0.567431151859838
1.50698279483531,0.467845345044374,-0.125159635707318,-0.89894885549338,-1.51182464171723
1.47129077462197,-0.28599951174653,-0.0751295099243649,1.30014838059157,0.735222500265972
1.46311333275925,-0.162813533994743,-0.118469762074763,1.06511777911124,0.445655724607089
0.0586629609912082,-0.732868899494653,0.568624080644043,-2.57627404634757,2.27532243913569
-2.35579686842097,-1.85933725255945,1.83543020535424,-0.66713673464162,-0.516301879398024
-0.219893976236503,3.75823308476228,-0.202130872387747,0.159703581144086,-0.111513981441146
-2.51105024509529,2.26708227131787,-0.657772676895092,0.732147146920656,0.383300495338263
2.09343265376157,0.316699706332618,-0.62337953306147,-0.467348852641816,-0.241619516092635
-1.95040162283907,-2.01694989161353,1.89153412554921,0.287485731751681,0.162302329364656
1.89386381396608,-0.183350275931973,-0.915990856737582,-0.917967195352648,-0.397664996778897
2.04826448730504,-0.122763680629088,-0.404841187076962,1.43730220298731,0.404642873986522
-3.70236053326015,1.09940872390385,-0.434114484232648,0.216224686974838,-0.534003969329959
1.25381376002435,-0.732337702303348,-0.845503673870376,1.62348079535684,0.0228702958081619
1.82714193754266,0.377790217447913,-1.05184282905904,-0.583160755020116,-0.461036956544446
-1.64758825831436,0.932741333343456,-2.42448950390186,-0.39058055628154,-0.630733300413263
-2.37171792374702,-2.2017248231415,1.99226587446194,-0.818308278395611,-0.469882843301578
-3.50229877208414,2.72630730200212,-0.189551247282827,-0.409479930021336,-0.173216346882068
1.7427852730173,0.104994534856641,-0.88530840032249,-1.27549827046023,-0.302591403083998
